LZP,ROLZX,RANK,TEXT,skip,TPAQ,BWTS,LZ,MTFT,SRT,X86,checksum,FPAQ,RLT,BWT,TPAQX,CM,ZRLT,Range,ROLZ,ANS0,ANS1,Huffman,config_id,jobs,blocksize
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1905,8,1000000
False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False,False,True,False,1906,4,1000000000
False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,1907,4,1000000000
True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,1908,4,1000000
False,True,False,False,True,False,True,False,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,1909,4,1000000000
False,False,True,False,True,False,True,True,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,1910,8,1000000
False,True,False,False,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,1911,4,1000000000
False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,1912,1,1000000
False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,1913,8,1000000000
False,False,True,True,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,1914,1,1000000000
False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,1915,8,1000
True,False,False,False,False,False,True,False,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,1916,4,1000000
False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1917,8,1000
False,True,False,False,True,True,True,True,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,1918,4,1000000000
False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,1919,1,1000000
False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,1920,4,1000000000
True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1921,8,1000000000
True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1922,8,1000000000
True,False,False,False,True,False,True,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,1923,1,1000000000
False,True,False,False,False,False,True,False,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,1924,4,1000000
False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,1925,1,1000000
False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,1926,1,1000000
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1927,8,1000
False,True,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,1928,1,1000000000
False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,1929,1,1000000
True,False,False,False,True,False,False,True,False,True,True,True,False,True,False,False,False,False,False,True,True,False,False,1930,1,1000000000
False,True,False,False,True,True,True,True,False,True,True,True,False,True,False,False,False,True,False,False,False,False,False,1931,4,1000000000
False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,1932,1,1000000
True,False,False,False,True,False,False,True,False,True,True,True,False,True,False,False,False,False,False,True,True,False,False,1933,1,1000
False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,1934,8,1000
True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1935,8,1000000000
True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,1936,8,1000000
False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,1937,8,1000000000
False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,1938,8,1000
True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1939,8,1000000000
False,False,True,True,True,False,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,1940,1,1000000
False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,1941,1,1000000
True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1942,8,1000000000
True,True,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,1943,4,1000
True,True,False,True,False,False,True,False,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,1944,4,1000
False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,1945,8,1000
False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,1946,8,1000000
True,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,False,False,True,True,False,False,1947,1,1000000000
True,False,True,False,True,False,True,True,False,True,True,True,False,True,False,False,False,True,False,False,False,True,False,1948,8,1000000
True,False,True,False,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False,False,True,False,1949,8,1000000
False,False,True,False,True,False,True,False,True,True,True,True,False,True,False,False,False,True,False,True,False,True,False,1950,8,1000000
False,False,True,False,True,False,True,True,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,1951,8,1000000
False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,1952,8,1000000
False,False,True,False,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,1953,8,1000000
False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1954,8,1000000
True,True,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,True,False,False,False,False,True,1955,4,1000
True,False,False,False,True,False,True,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,1956,1,1000000000
True,True,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,1957,4,1000000
True,False,True,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,1958,8,1000000
False,True,True,True,True,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,1959,1,1000000
True,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,False,False,True,True,False,False,1960,1,1000
True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1961,8,1000000000
True,True,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,1962,4,1000000
True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1964,4,1000000000
True,False,False,False,True,False,True,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,1965,1,1000
True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,1966,4,1000000
False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,1967,8,1000000
False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,1968,8,1000
True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,1969,4,1000000
False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1970,8,1000
False,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,1971,1,1000000
False,False,True,True,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,1972,1,1000000
True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1973,4,1000000000
True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1974,4,1000000000
False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,1975,1,1000000
False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,1976,1,1000000
True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,1977,8,1000000
False,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,1978,1,1000000
False,True,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,1979,1,1000000
False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,1980,4,1000000
False,False,True,True,True,False,True,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,1981,1,1000000000
False,True,True,True,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,1982,1,1000000000
True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,1983,8,1000000
True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,1984,4,1000000
True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1985,4,1000000000
False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,1986,1,1000000
True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,1987,4,1000000
False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,1988,8,1000000
False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,1989,1,1000000
True,False,False,False,True,False,True,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,False,1990,1,1000000000
False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,1991,8,1000
False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,1992,8,1000
True,False,False,False,True,False,True,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,False,1993,1,1000
True,True,False,True,False,False,True,False,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,1994,4,1000000
True,True,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,True,False,False,False,False,True,1995,4,1000000
False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1996,8,1000000
False,False,True,False,True,False,True,True,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,1997,4,1000000
True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1998,4,1000000000
True,False,False,False,False,False,True,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,1999,4,1000000
True,True,False,True,False,False,True,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,True,2000,4,1000000
True,False,False,False,True,False,True,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,2001,1,1000
True,False,False,False,True,False,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,2002,1,1000000000
True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,2003,4,1000000
False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,2004,8,1000
True,False,True,False,True,False,True,True,False,True,True,True,False,True,False,False,False,True,False,False,False,True,False,2005,4,1000000
False,False,True,True,True,False,True,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,2006,1,1000000
False,True,False,False,False,False,True,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,2007,4,1000000
True,False,False,True,False,False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,2008,4,1000000
True,True,False,True,False,False,True,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,2009,4,1000000
False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2011,8,1000000
False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2012,8,1000
False,False,False,True,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,2013,1,1000000
False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2014,8,1000
False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,2015,8,1000000000
True,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,True,False,False,True,False,False,False,2016,1,1000000000
False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,2017,8,1000
False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,2018,1,1000000
True,True,False,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,2019,4,1000000
True,False,True,False,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False,False,True,False,2020,4,1000000
False,True,True,True,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,2021,1,1000000
True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,2022,4,1000000
True,False,False,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,2023,1,1000000000
False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,2024,1,1000000
True,True,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,2025,8,1000000
True,True,False,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,2026,8,1000000
False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,2027,8,1000000000
False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,2028,1,1000000
True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,2029,8,1000000
False,False,True,True,True,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,2030,1,1000000000
False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,2031,1,1000000
True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2032,8,1000000
False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2033,8,1000
False,False,True,False,True,False,True,False,True,True,True,True,False,True,False,False,False,True,False,True,False,True,False,2034,4,1000000
True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2035,8,1000
False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2036,8,1000
False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,2037,8,1000
True,False,False,False,True,False,False,True,False,True,True,True,False,True,False,False,True,False,False,True,False,False,False,2039,1,1000000000
False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2040,8,1000
False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,2041,8,1000
True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2042,4,1000000000
False,False,True,False,True,False,True,True,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,2043,4,1000000
False,False,True,False,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,2044,4,1000000
True,False,False,False,True,False,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,2045,1,1000
True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,2046,8,1000000000
True,True,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,True,False,False,False,False,True,2047,8,1000000
False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,2048,8,1000
False,False,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,2049,1,1000000
True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,2050,1,1000000
True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,2051,1,1000000
True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,2052,8,1000000
False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,2053,8,1000000
True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,2054,8,1000000000
True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,2055,1,1000000
False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2056,8,1000000000
True,False,True,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,2057,4,1000000
False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2058,8,1000000000
False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,2059,8,1000000000
False,True,True,True,True,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,2060,1,1000000000
True,False,False,False,True,False,False,True,False,True,True,True,False,True,False,False,True,False,False,True,False,False,False,2061,1,1000
True,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,True,False,False,True,False,False,False,2062,1,1000
True,False,False,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,2063,1,1000
True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,2064,4,1000000
True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,2065,8,1000000000
False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,2066,8,1000
True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,2067,8,1000000
False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,2068,8,1000
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2069,8,1000000000
False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2070,1,1000000
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2071,1,1000
True,False,False,False,True,False,True,True,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,2072,1,1000
False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,2073,8,1000
False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,2074,8,1000000
False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,2075,8,1000000
False,False,True,True,True,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,2076,1,1000000
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2077,1,1000000
True,True,False,True,False,False,True,False,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,2078,8,1000000
False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2079,1,1000
True,True,False,True,False,False,True,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,True,2080,8,1000000
True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,2081,4,1000000
False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2082,1,1000000000
False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,2083,8,1000000000
True,False,False,False,True,False,True,True,False,True,False,True,True,True,False,False,False,False,False,True,False,False,False,2084,1,1000
False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2085,8,1000
False,False,True,False,True,False,True,True,True,True,True,True,False,True,False,False,False,False,False,True,False,True,False,2086,1,1000000
False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,2087,8,1000000
False,True,True,True,True,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,2088,1,1000000
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2089,1,1000
False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,2090,8,1000
False,False,True,False,True,False,True,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,2091,1,1000
True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,False,False,False,False,True,False,True,False,2092,1,1000000
True,False,True,False,True,False,True,True,False,True,True,True,False,True,False,False,False,False,False,True,False,True,False,2093,1,1000000
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2094,1,1000000
True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,2095,8,1000000
False,True,True,False,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,2096,1,1000
True,False,False,True,False,False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,2097,8,1000000
True,False,False,False,True,False,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,True,2098,1,1000
False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,2099,8,1000
False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,2100,8,1000000
False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,2101,8,1000
True,False,True,False,True,False,True,True,True,True,False,True,False,True,False,False,False,False,False,True,False,True,False,2102,1,1000000
False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2103,8,1000
False,False,True,False,True,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,2104,1,1000
False,False,True,False,True,False,True,True,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,2105,1,1000000
False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2106,8,1000
True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,2107,8,1000000000
False,False,True,False,True,False,True,False,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,2108,1,1000
False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,2109,8,1000000000
False,False,True,False,True,False,False,True,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,2110,1,1000
True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,2111,4,1000000000
False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2112,8,1000
True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,2113,1,1000000
False,True,True,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,2114,1,1000
False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2115,8,1000
False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,2116,8,1000
True,False,False,False,True,False,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,False,False,2117,1,1000
False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,2118,8,1000000
False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,2119,8,1000000
True,False,False,False,True,False,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,False,2120,1,1000
False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2121,8,1000
True,False,False,False,True,False,True,True,False,True,True,True,False,False,False,False,False,False,True,True,False,False,False,2122,1,1000
False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2123,1,1000
False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,True,False,False,False,False,2124,8,1000000000
True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,2125,8,1000000
False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,2126,8,1000
True,False,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,False,False,True,False,False,False,2127,1,1000
False,True,True,False,True,False,True,False,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,2128,1,1000000
False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2129,8,1000
True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,2130,1,1000000
False,True,True,False,True,False,True,True,False,True,True,True,False,True,False,False,False,True,False,False,False,True,False,2131,1,1000000
False,True,True,False,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False,False,True,False,2132,1,1000000
False,False,True,True,True,False,False,True,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,2133,1,1000
True,False,False,False,False,False,True,True,False,True,True,True,False,True,False,False,False,False,False,True,False,False,True,2134,1,1000
True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,2135,4,1000000000
False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,True,False,False,False,False,2136,8,1000
False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,True,False,False,False,False,2137,8,1000000
False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2138,8,1000
True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,2139,1,1000000
False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,2140,8,1000000
False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2141,1,1000000000
False,False,True,True,True,False,True,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,2142,1,1000
False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,2143,8,1000000000
True,False,False,False,False,False,True,True,False,True,True,True,False,True,False,False,False,False,False,True,False,False,True,2144,1,1000000000
False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,2145,8,1000000000
False,False,True,True,True,False,False,False,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,2146,1,1000
False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2147,1,1000000000
True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,2148,4,1000000000
False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,2149,8,1000
True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,2150,1,1000000
True,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,2151,1,1000000
True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,2152,4,1000000000
True,True,False,True,False,False,True,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,2153,8,1000000
True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,2154,1,1000000
True,False,True,False,True,False,True,True,False,True,True,True,False,True,False,False,False,True,False,False,False,True,False,2155,1,1000000
True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,2156,8,1000000
False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,2157,4,1000000000
False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,2158,8,1000
False,False,True,False,True,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,2159,1,1000000000
