NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,config_id,Resampling,CBR,VBRRange
True,True,True,False,False,False,False,False,True,True,False,False,False,2262,22,8,0
False,True,False,False,False,False,False,False,True,False,False,False,False,2263,8,8,0
True,False,True,False,False,False,False,True,False,True,False,True,True,2264,22,8,0
False,False,False,True,False,False,False,False,True,True,False,False,False,2265,44,8,1
True,True,True,False,False,True,False,True,False,True,False,True,False,2266,8,8,0
False,False,True,False,False,False,True,False,False,False,False,False,True,2267,22,8,0
True,False,True,False,True,False,False,False,False,True,False,False,True,2268,48,8,0
False,False,False,True,True,False,False,False,False,True,False,False,False,2269,22,8,2
False,False,False,True,True,False,False,False,False,True,False,False,False,2270,22,8,0
True,True,False,False,False,False,True,False,False,True,False,True,False,2271,22,8,0
True,True,True,False,False,True,False,True,False,True,False,True,False,2272,8,8,0
True,False,True,False,False,False,False,True,False,True,False,True,True,2273,22,8,0
False,False,False,False,False,False,True,False,False,False,False,True,True,2274,22,8,0
True,False,True,True,False,True,False,False,False,True,True,True,False,2275,8,160,0
True,False,False,False,False,False,True,False,False,True,False,True,True,2276,22,8,0
False,False,False,True,True,False,False,False,False,True,False,False,False,2277,22,8,0
False,False,False,False,False,False,False,True,False,True,False,False,True,2278,22,8,1
True,True,True,False,False,True,False,True,False,True,False,True,False,2279,22,8,0
True,False,True,True,True,False,False,False,False,True,False,True,False,2280,48,8,2
True,False,True,True,False,True,False,False,False,True,True,True,False,2281,22,160,0
True,False,True,True,False,False,False,True,False,True,False,True,False,2282,48,8,2
False,False,True,False,False,False,False,True,False,False,False,False,True,2283,44,8,1
False,False,True,False,True,False,False,False,False,False,False,True,True,2284,22,8,1
False,False,False,True,False,True,True,False,False,True,False,False,False,2285,44,160,0
True,True,True,False,False,False,False,True,False,True,False,True,False,2286,48,8,2
False,False,False,False,False,False,True,False,False,True,False,False,True,2287,44,8,0
False,False,True,True,False,False,False,False,True,False,False,True,False,2288,22,8,1
True,False,True,False,False,False,False,True,False,True,False,False,True,2289,48,8,0
True,True,True,False,True,False,False,False,False,True,False,True,False,2290,48,8,2
False,False,False,False,False,False,False,True,False,False,False,True,True,2291,44,8,1
False,False,False,True,False,False,False,True,False,True,False,False,False,2292,44,8,1
False,False,False,True,True,False,False,False,False,True,False,False,False,2293,22,8,1
True,False,True,False,False,False,True,False,False,True,False,False,True,2294,44,8,0
True,True,True,False,False,False,False,False,True,True,False,False,False,2295,22,8,0
True,False,True,False,False,False,False,True,False,True,False,True,True,2296,22,8,2
True,True,True,False,False,True,False,True,False,True,False,True,False,2297,22,8,0
True,True,True,False,False,False,True,False,False,False,False,True,False,2298,22,8,0
True,False,True,True,False,False,True,False,False,True,False,True,False,2299,48,8,2
False,False,False,True,False,False,False,False,True,False,False,False,False,2300,8,8,0
False,True,False,False,False,False,False,False,True,False,False,False,False,2301,48,8,0
True,False,False,False,False,False,True,False,False,True,False,True,True,2302,44,8,0
True,False,True,False,False,False,False,False,False,True,True,True,True,2303,22,8,0
False,True,False,False,False,False,False,False,True,False,False,False,False,2304,48,8,0
True,True,True,False,False,False,False,False,True,False,False,True,False,2305,22,8,0
True,False,True,False,False,False,False,False,False,False,True,True,True,2306,48,8,0
False,True,False,False,False,False,False,False,True,False,False,False,False,2307,48,8,1
True,True,True,False,False,False,True,False,False,True,False,True,False,2308,48,8,2
True,False,True,True,False,True,False,True,False,True,False,False,False,2309,44,320,0
True,False,True,False,False,False,False,False,False,True,True,True,True,2310,22,8,0
True,False,True,True,False,False,False,False,True,True,False,True,False,2311,48,8,2
True,False,False,False,False,False,True,False,False,True,False,False,True,2312,22,8,0
True,False,True,True,False,True,False,False,False,True,True,True,False,2313,22,160,0
True,False,False,False,False,False,True,False,False,False,False,False,True,2314,22,8,0
True,False,False,True,False,True,False,True,False,True,False,True,False,2315,22,320,0
False,False,True,True,False,False,False,True,False,False,False,False,False,2316,22,8,1
False,False,False,True,False,False,False,True,False,True,False,False,False,2317,22,8,1
False,True,False,False,False,False,True,False,False,False,False,False,False,2318,8,8,0
False,True,False,False,True,False,False,False,False,False,False,False,False,2319,8,8,0
True,False,False,False,True,False,False,False,False,True,False,False,True,2320,22,8,0
False,True,False,False,False,False,False,False,True,False,False,False,False,2321,22,8,1
False,False,False,True,False,False,False,True,False,False,False,True,False,2322,22,8,1
False,True,True,False,False,True,True,False,False,False,False,False,False,2323,22,160,0
True,True,True,False,False,True,False,True,False,True,False,True,False,2324,48,8,0
True,True,True,False,False,True,False,True,False,True,False,True,False,2325,48,8,0
True,False,True,True,False,True,False,False,False,True,True,True,False,2326,22,160,0
True,True,True,False,False,False,False,False,True,True,False,True,False,2327,48,8,2
True,False,False,False,False,False,False,True,False,True,False,False,True,2328,44,8,0
True,False,True,False,False,True,False,True,False,False,False,True,True,2329,44,320,0
False,True,True,False,False,False,True,False,False,False,False,True,False,2330,22,160,0
False,True,False,False,False,False,False,True,False,False,False,False,False,2331,8,8,0
False,False,False,True,False,True,True,False,False,False,False,True,False,2332,22,160,0
False,False,False,False,False,False,False,False,True,False,False,False,True,2333,22,8,1
False,False,False,False,False,False,False,False,True,False,False,True,True,2334,22,8,0
False,True,False,False,False,True,True,False,False,False,False,True,False,2335,22,160,0
True,False,False,True,False,False,False,True,False,False,False,True,False,2336,44,8,0
True,True,True,False,False,False,True,False,False,False,False,True,False,2337,22,8,0
False,False,False,False,False,False,False,False,True,True,False,False,True,2338,44,8,0
False,False,False,False,False,False,False,False,True,True,False,True,True,2339,22,8,1
False,True,False,False,True,False,False,False,False,False,False,False,False,2340,48,8,0
False,True,False,False,False,False,True,False,False,False,False,False,False,2341,8,8,1
False,False,False,True,True,False,False,False,False,True,False,False,False,2342,48,8,1
False,False,False,False,True,False,False,False,False,True,False,False,True,2343,48,8,1
False,True,True,False,False,False,True,False,False,True,False,False,False,2344,22,160,0
True,True,True,False,False,True,False,True,False,True,False,True,False,2345,48,8,0
True,False,False,False,False,True,False,True,False,True,False,True,True,2346,44,320,0
True,False,True,True,False,True,False,True,False,True,False,True,False,2347,22,160,0
False,False,False,True,False,False,False,True,False,False,False,True,False,2348,44,8,1
True,True,True,False,False,False,True,False,False,True,False,False,False,2349,22,8,0
False,True,False,False,True,False,False,False,False,False,False,False,False,2350,8,8,1
True,False,False,True,False,False,False,True,False,True,False,False,False,2351,44,8,1
False,False,True,False,False,False,False,False,True,True,False,False,True,2352,22,8,1
True,False,False,False,True,False,False,False,False,False,False,False,True,2353,22,8,0
True,False,False,True,False,False,False,True,False,False,False,True,False,2354,44,8,1
True,True,True,False,False,True,False,True,False,True,False,True,False,2355,48,8,0
False,False,True,False,True,False,False,False,False,False,False,False,True,2356,22,8,0
False,False,True,False,False,False,False,False,True,False,False,False,True,2357,22,8,1
True,False,False,False,False,False,False,True,False,True,False,False,True,2358,44,8,1
False,False,True,True,False,False,False,True,False,False,False,False,False,2359,44,8,1
True,False,False,False,False,False,False,True,False,False,False,True,True,2360,44,8,1
True,True,True,False,True,False,False,False,False,False,False,True,False,2361,48,8,0
True,True,True,False,False,True,False,False,False,True,True,True,False,2362,48,8,0
True,False,True,False,False,True,False,True,False,True,False,True,True,2363,22,160,0
True,True,True,False,False,True,False,False,False,True,True,True,False,2364,48,8,0
False,True,False,False,False,False,False,False,True,True,False,True,False,2365,22,8,1
True,False,True,True,False,False,False,True,False,True,False,True,False,2366,22,8,2
True,False,True,False,True,False,False,False,False,True,False,False,True,2367,44,8,0
False,True,True,False,False,False,False,False,True,True,False,False,False,2368,22,8,1
True,False,False,False,True,False,False,False,False,True,False,True,True,2369,44,8,0
False,False,False,False,True,False,False,False,False,True,False,False,True,2370,22,8,1
True,True,True,False,False,False,False,False,True,True,False,False,False,2371,22,8,0
True,True,True,False,False,True,False,False,True,True,False,True,False,2372,48,8,0
True,False,True,False,False,False,False,False,True,True,False,False,True,2373,44,8,0
True,True,True,False,False,True,False,False,True,True,False,True,False,2374,48,8,0
True,False,True,True,False,False,False,True,False,True,False,True,False,2375,8,8,2
True,False,False,True,False,False,False,True,False,False,False,False,False,2376,44,8,1
False,True,False,False,False,False,False,True,False,False,False,False,False,2377,8,8,1
True,True,False,False,False,True,False,True,False,True,False,True,False,2378,44,320,0
True,False,True,False,False,False,False,False,False,True,True,True,True,2379,22,8,2
False,False,False,True,False,False,True,False,False,False,False,False,False,2380,8,8,0
False,False,False,True,False,False,True,False,False,False,False,False,False,2381,8,8,1
True,False,False,True,False,False,False,True,False,True,False,False,False,2382,44,8,0
True,True,False,False,False,False,False,False,True,True,False,True,False,2383,22,8,0
True,False,False,True,False,False,False,True,False,False,False,False,False,2384,22,8,1
True,False,False,False,False,False,False,True,False,False,False,True,True,2385,44,8,0
False,False,False,False,True,False,False,False,False,False,False,True,True,2386,22,8,1
False,True,False,False,False,False,False,True,False,False,False,False,False,2387,8,8,2
True,False,True,False,False,False,False,False,True,True,False,True,True,2388,22,8,0
False,False,False,False,False,False,False,False,True,False,False,True,True,2389,22,8,1
True,True,True,False,False,True,False,True,False,False,False,True,False,2390,44,320,0
False,True,False,False,False,False,True,False,False,False,False,False,False,2391,8,8,2
True,False,True,False,False,True,False,True,False,True,False,True,True,2392,22,160,0
True,False,True,True,False,True,False,True,False,True,False,True,False,2393,22,160,0
True,False,False,False,False,False,False,True,False,True,False,False,True,2394,44,8,0
True,False,True,False,False,True,False,True,False,True,False,True,True,2395,44,160,0
True,True,False,False,False,False,True,False,False,True,False,True,False,2396,22,8,0
True,False,False,False,False,False,False,False,True,True,False,True,True,2397,44,8,0
True,True,True,False,False,False,False,True,False,True,False,True,False,2398,22,320,0
True,True,False,False,False,False,False,False,True,True,False,True,False,2399,22,8,0
False,False,False,False,True,False,False,False,False,False,False,True,True,2400,22,8,0
True,False,True,False,False,True,False,False,True,True,False,True,True,2401,22,160,0
False,False,True,False,False,False,False,False,True,False,False,False,True,2402,22,8,0
True,True,True,False,False,True,False,False,True,True,False,True,False,2403,22,8,0
True,False,True,False,False,True,False,False,True,True,False,True,True,2404,22,160,0
False,False,False,True,False,False,True,False,False,False,False,False,False,2405,8,8,2
False,False,False,True,False,True,True,False,False,True,False,False,False,2406,22,160,0
True,False,False,False,False,False,False,True,False,False,False,True,True,2407,44,8,0
True,False,True,False,False,False,False,False,True,True,False,False,True,2408,22,8,1
False,False,False,True,False,False,False,False,True,False,False,False,False,2409,22,8,1
True,False,False,True,False,False,False,True,False,True,False,False,False,2410,44,8,0
True,True,True,False,False,False,False,True,False,False,False,True,False,2411,48,8,0
True,False,True,False,False,True,False,False,True,True,False,True,True,2412,22,160,0
True,False,False,True,False,False,False,True,False,False,False,True,False,2413,44,8,0
True,True,True,False,False,True,False,True,False,True,False,False,False,2414,22,320,0
True,False,True,True,False,False,False,True,False,True,False,True,False,2415,8,8,0
False,False,False,True,False,False,True,False,False,True,False,True,False,2416,22,160,0
True,False,True,False,True,False,False,False,False,True,False,True,True,2417,22,8,0
True,True,True,False,False,False,False,False,True,False,False,True,False,2418,22,8,0
True,False,False,False,False,False,False,True,False,False,False,True,True,2419,22,8,1
True,True,True,False,False,False,True,False,False,True,False,False,False,2420,22,8,0
True,False,False,False,False,True,False,True,False,True,False,True,True,2421,44,160,0
True,True,True,False,False,True,False,False,True,True,False,True,False,2422,22,8,0
True,True,True,False,False,False,False,False,False,False,True,True,False,2423,22,8,0
True,False,False,False,False,False,False,False,True,True,False,True,True,2424,22,8,1
True,False,True,True,False,False,False,True,False,True,False,True,False,2425,48,8,0
False,False,True,True,False,True,True,False,False,False,False,False,False,2426,22,160,0
False,False,True,True,False,False,True,False,False,False,False,True,False,2427,22,160,0
True,True,True,False,False,True,True,False,False,True,False,True,False,2429,22,8,0
True,True,True,False,False,False,False,False,True,False,False,True,False,2430,48,8,0
True,False,True,True,False,False,False,False,True,False,False,True,False,2431,48,8,0
False,True,True,False,False,True,True,False,False,False,False,False,False,2432,44,160,0
False,False,False,True,True,False,False,False,False,True,False,False,False,2433,22,8,0
True,False,True,False,False,True,False,False,True,True,False,True,True,2434,22,160,0
True,True,True,False,False,False,False,False,False,False,True,True,False,2435,22,8,0
True,True,True,False,False,True,True,False,False,True,False,True,False,2436,22,8,0
True,False,False,False,False,False,False,True,False,False,False,False,True,2437,44,8,1
False,True,False,False,False,False,True,False,False,False,False,False,False,2438,22,8,2
False,True,True,False,False,False,True,False,False,False,False,True,False,2439,44,160,0
True,False,True,False,False,False,False,True,False,True,False,True,True,2440,44,8,2
True,False,True,True,True,False,False,False,False,False,False,True,False,2441,48,8,0
True,False,False,True,False,False,False,True,False,False,False,True,False,2442,22,8,1
False,False,True,False,True,False,False,False,False,False,False,False,True,2443,22,8,1
False,False,False,True,False,True,True,False,False,False,False,True,False,2444,44,160,0
True,False,True,False,False,False,False,False,True,True,False,True,True,2445,44,8,1
False,True,False,False,False,True,True,False,False,True,False,False,False,2446,22,160,0
False,True,False,False,False,False,True,False,False,False,False,False,False,2447,22,8,0
True,False,False,True,False,False,False,True,False,True,False,False,False,2448,22,8,1
True,False,True,False,True,False,False,False,False,True,False,False,True,2449,22,8,1
True,False,False,False,False,False,False,True,False,True,False,False,True,2450,48,8,1
True,False,True,True,False,False,False,True,False,False,False,True,False,2451,48,8,0
False,True,False,False,False,False,True,False,False,False,False,False,False,2452,22,8,0
False,False,False,True,True,False,False,False,False,True,False,True,False,2453,22,8,1
True,False,True,True,False,False,False,True,False,True,False,True,False,2454,22,8,0
True,False,True,False,False,False,False,True,False,True,False,True,True,2455,44,8,0
True,False,True,False,True,False,False,False,False,True,False,True,True,2456,44,8,0
True,False,True,False,False,True,False,False,True,True,False,True,True,2457,48,160,0
False,True,False,False,False,False,True,False,False,True,False,True,False,2458,22,160,0
False,False,False,True,False,False,False,False,True,False,False,False,False,2459,44,8,0
True,True,True,False,True,True,False,False,False,True,False,True,False,2460,22,8,0
True,False,True,True,False,True,False,False,False,True,True,True,False,2461,48,160,0
True,False,True,False,False,False,False,False,True,True,False,True,True,2462,8,8,1
False,False,False,True,False,False,False,False,True,False,False,False,False,2463,44,8,1
True,True,False,False,False,False,False,False,False,True,True,True,False,2464,22,8,0
True,False,False,True,False,False,False,True,False,True,False,False,False,2465,48,8,1
True,False,True,True,True,True,False,False,False,True,False,True,False,2466,22,8,0
False,False,False,True,True,False,False,False,False,True,False,False,False,2467,22,8,0
True,False,False,False,False,False,False,True,False,False,False,False,True,2468,22,8,1
False,True,False,False,False,False,True,False,False,False,False,False,False,2469,8,8,0
False,False,False,False,False,False,False,False,True,True,False,False,True,2470,44,8,1
False,False,True,True,False,False,True,False,False,True,False,False,False,2472,22,160,0
False,False,True,True,True,False,False,False,False,True,False,False,False,2474,22,8,1
True,False,False,False,False,False,False,True,False,False,False,True,True,2475,48,8,1
False,False,False,False,True,False,False,False,False,True,False,False,True,2476,22,8,0
True,False,False,False,True,False,False,False,False,True,False,True,True,2477,22,8,1
True,False,True,True,False,False,False,False,True,True,False,True,False,2478,22,8,0
True,False,True,True,False,True,True,False,False,True,False,True,False,2479,44,8,0
True,False,True,False,False,False,False,False,True,True,False,False,True,2480,44,8,1
True,False,True,False,False,False,False,False,True,True,False,True,True,2481,44,8,0
True,False,True,True,False,False,False,False,False,True,True,False,False,2482,48,8,0
False,False,False,True,False,False,True,False,False,False,False,False,False,2483,22,8,0
True,False,False,True,False,False,False,True,False,False,False,True,False,2484,48,8,1
True,False,True,True,False,True,True,False,False,True,False,True,False,2485,44,8,0
True,False,True,False,True,False,False,False,False,True,False,True,True,2486,8,8,1
False,False,False,False,True,False,False,False,False,True,False,False,True,2487,22,8,0
True,False,True,True,True,False,False,False,False,True,False,True,False,2488,22,8,0
True,False,True,False,False,False,False,False,True,True,False,True,True,2489,8,8,2
True,True,True,False,False,False,False,False,False,True,True,False,False,2490,22,8,0
False,False,True,True,False,False,False,True,False,False,False,False,False,2491,44,8,2
True,True,True,False,False,False,False,False,False,True,True,False,False,2492,48,8,0
True,False,False,False,False,False,False,False,True,True,False,True,True,2493,44,8,1
True,False,True,False,False,False,False,False,True,True,False,True,True,2494,22,8,0
True,False,True,False,False,False,False,True,False,True,False,True,True,2495,8,8,1
True,False,False,False,False,False,False,True,False,True,False,False,True,2496,22,8,0
True,False,True,False,False,True,False,False,False,True,True,True,True,2497,48,160,0
False,False,False,False,False,False,True,False,False,False,False,False,True,2498,22,8,1
True,False,True,False,False,False,False,True,False,True,False,True,True,2499,22,8,0
True,False,True,False,False,False,False,False,True,True,False,True,True,2500,8,8,2
True,True,True,False,False,False,False,True,False,True,False,True,False,2501,22,8,0
False,False,False,False,False,False,False,True,False,False,False,False,True,2502,22,8,1
True,False,True,False,True,False,False,False,False,True,False,True,True,2503,22,8,0
True,True,True,False,False,False,False,True,False,True,False,True,False,2504,22,8,0
True,False,False,False,False,False,False,False,True,True,False,True,True,2505,48,8,0
False,False,False,True,False,False,False,True,False,False,False,True,False,2506,44,8,2
True,True,False,False,False,False,False,False,False,True,True,True,False,2507,22,8,0
False,False,False,False,True,False,False,False,False,False,False,False,True,2508,22,8,0
False,False,False,False,True,False,False,False,False,True,False,True,True,2509,44,8,1
True,False,True,False,True,False,False,False,False,True,False,False,True,2510,44,8,1
False,True,False,False,False,True,True,False,False,False,False,True,False,2511,44,160,0
False,False,False,False,True,False,False,False,False,True,False,False,True,2512,44,8,1
True,False,True,True,True,False,False,False,False,True,False,True,False,2513,22,8,0
False,False,False,True,False,False,True,False,False,False,False,False,False,2514,22,8,1
False,False,True,False,True,False,False,False,False,True,False,False,True,2515,44,8,1
True,False,False,False,False,False,False,True,False,False,False,True,True,2516,22,8,0
True,True,True,False,False,False,False,False,False,True,True,False,False,2517,22,8,0
True,False,True,True,False,False,False,True,False,True,False,True,False,2518,22,8,0
False,False,False,False,True,False,False,False,False,True,False,False,True,2519,44,8,0
True,False,True,True,False,True,False,False,False,True,True,True,False,2521,48,160,0
True,False,False,False,False,False,False,False,True,True,False,True,True,2522,48,8,0
False,False,False,True,False,False,True,False,False,False,False,False,False,2523,44,8,0
False,False,False,False,True,False,False,False,False,True,False,False,True,2525,22,8,0
True,False,False,False,True,False,False,False,False,True,False,True,True,2526,44,8,1
False,False,False,True,False,False,False,True,False,True,False,False,False,2527,22,8,2
True,False,False,True,False,False,False,True,False,True,False,False,False,2528,22,8,0
True,False,False,False,False,False,False,False,False,True,True,True,True,2529,48,8,0
False,False,False,False,True,False,False,False,False,True,False,False,True,2530,48,8,0
True,False,False,False,False,False,False,False,False,True,True,True,True,2531,48,8,0
False,False,True,False,False,False,False,False,True,False,False,True,True,2532,44,8,1
False,True,True,False,False,False,False,False,True,False,False,True,False,2533,44,8,1
False,False,False,False,True,False,False,False,False,False,False,False,True,2534,22,8,2
False,False,False,False,True,False,False,False,False,True,False,False,True,2535,48,8,0
True,False,True,False,True,False,False,False,False,True,False,True,True,2536,8,8,1
True,False,True,False,False,False,True,False,False,True,False,False,True,2537,22,8,1
True,False,False,False,False,False,False,False,False,True,True,True,True,2538,48,8,0
True,False,False,False,True,False,False,False,False,False,False,True,True,2539,44,8,1
True,True,True,False,False,False,True,False,False,False,False,False,False,2540,44,160,0
True,False,True,False,False,True,False,False,True,True,False,True,True,2541,48,160,0
True,False,False,False,False,False,False,False,False,True,True,True,True,2542,48,8,0
True,False,True,False,False,True,False,True,False,True,False,True,True,2543,48,160,0
True,False,False,False,False,False,True,False,False,True,False,True,True,2544,22,8,1
True,False,False,True,False,False,False,True,False,False,False,True,False,2545,22,8,0
True,False,False,False,False,False,False,True,False,True,False,False,True,2546,48,8,0
False,False,False,True,False,False,True,False,False,False,False,False,False,2547,44,8,1
True,False,True,True,False,True,False,False,True,True,False,True,False,2548,22,8,0
False,False,False,True,False,False,False,False,False,False,True,False,False,2549,22,8,0
True,False,True,True,False,False,False,False,True,True,False,True,False,2550,22,8,1
False,False,False,True,True,False,False,False,False,True,False,False,False,2551,48,8,0
True,False,True,False,False,False,True,False,False,True,False,False,True,2552,44,8,1
True,False,True,True,False,True,False,True,False,True,False,True,False,2553,48,160,0
True,False,True,False,False,False,False,False,True,True,False,True,True,2554,22,8,1
True,False,True,False,False,True,False,True,False,True,False,True,True,2555,48,160,0
False,False,False,False,False,False,False,False,True,False,False,False,True,2556,22,8,2
False,False,False,True,False,False,False,False,False,False,True,False,False,2557,22,8,1
True,False,True,True,False,False,False,False,True,True,False,True,False,2558,22,8,0
True,False,False,False,False,False,False,False,False,True,True,True,True,2559,48,8,1
True,False,True,True,False,True,False,False,True,True,False,True,False,2560,22,8,0
True,False,False,False,False,False,True,False,False,True,False,True,True,2561,44,8,1
True,False,True,False,False,False,False,True,False,True,False,True,True,2562,8,8,1
False,False,False,False,False,False,False,False,True,False,False,False,True,2563,8,8,0
True,False,False,False,False,False,False,False,True,False,False,False,True,2564,22,8,1
True,True,False,False,False,False,True,False,False,True,False,False,False,2565,44,160,0
False,False,True,True,False,False,True,False,False,False,False,True,False,2566,44,160,0
True,True,True,False,False,False,False,True,False,True,False,True,False,2567,8,8,0
True,False,True,True,False,True,False,False,True,True,False,True,False,2568,8,8,0
True,False,True,False,False,False,False,False,True,True,False,True,True,2569,22,8,2
True,False,True,False,False,False,False,False,True,False,False,True,True,2570,22,8,1
True,False,True,True,False,True,False,True,False,True,False,True,False,2571,48,160,0
False,False,False,False,False,False,False,True,False,True,False,False,True,2572,44,8,2
True,False,False,False,False,False,False,False,True,True,False,True,True,2573,48,8,0
True,False,False,False,False,False,False,True,False,False,False,True,True,2574,48,8,0
True,False,False,True,False,False,False,True,False,True,False,False,False,2575,48,8,0
True,False,False,True,False,False,False,True,False,False,False,True,False,2576,48,8,0
False,False,True,True,False,True,True,False,False,False,False,False,False,2577,44,160,0
True,False,True,False,False,False,False,False,True,True,False,True,True,2578,22,8,0
True,False,True,False,False,False,False,False,True,True,False,True,True,2579,44,8,2
False,False,False,True,True,False,False,False,False,True,False,False,False,2580,48,8,0
False,False,False,True,True,False,False,False,False,True,False,False,False,2581,48,8,0
True,True,True,False,False,False,False,False,True,False,False,True,False,2582,22,8,0
True,False,True,False,True,False,False,False,False,False,False,True,True,2583,22,8,1
True,False,False,False,False,False,False,False,True,True,False,True,True,2584,48,8,0
False,True,True,False,False,False,True,False,False,True,False,False,False,2585,22,160,0
True,True,True,False,False,False,False,False,True,False,False,True,False,2586,22,8,0
True,True,True,False,False,False,False,False,True,False,False,True,False,2587,44,8,0
False,True,False,False,False,True,True,False,False,False,False,True,False,2588,22,160,0
False,False,False,False,True,False,False,False,False,True,False,False,True,2589,48,8,0
False,False,True,False,True,False,False,False,False,True,False,True,True,2590,22,8,1
False,False,False,False,False,False,False,True,False,True,False,False,True,2591,22,8,2
True,False,False,False,False,False,False,False,True,True,False,True,True,2592,48,8,1
True,False,True,True,False,True,False,False,True,True,False,True,False,2593,8,8,0
False,False,False,True,False,False,False,False,False,False,True,False,False,2594,44,8,0
False,False,False,True,False,False,False,False,False,False,True,False,False,2595,44,8,1
True,False,True,False,False,True,False,False,False,True,True,True,True,2596,8,8,0
True,False,True,True,False,False,False,False,True,True,False,True,False,2597,22,8,0
True,False,True,True,False,True,False,True,False,True,False,True,False,2598,48,160,0
True,False,False,False,False,False,False,False,True,False,False,False,True,2599,22,8,0
True,True,True,False,False,False,False,False,True,False,False,True,False,2600,22,8,0
True,False,False,False,True,False,False,False,False,True,False,True,True,2601,48,8,0
False,False,False,True,False,False,False,False,False,False,True,False,False,2602,8,8,0
True,False,False,False,True,False,False,False,False,True,False,True,True,2603,48,8,0
True,False,True,False,False,True,False,False,False,True,True,True,True,2604,8,8,0
False,False,False,False,True,False,False,False,False,True,False,False,True,2605,22,8,0
False,True,False,False,False,False,False,False,True,False,False,False,False,2606,8,8,0
False,False,False,True,False,False,False,False,False,False,True,False,False,2607,8,8,1
True,False,True,False,False,False,False,False,True,True,False,True,True,2608,22,8,0
False,False,False,True,False,False,False,False,True,False,False,False,False,2609,48,8,0
False,False,True,False,False,False,False,True,False,False,False,False,True,2610,22,8,2
True,False,True,True,False,False,False,True,False,True,False,True,False,2611,22,8,1
True,True,True,False,False,False,False,False,True,True,False,True,False,2612,8,8,1
True,True,True,False,False,False,False,False,False,True,True,True,False,2613,8,8,0
False,False,False,True,True,False,False,False,False,True,False,False,False,2614,48,8,0
False,False,False,False,False,False,False,True,False,False,False,True,True,2615,44,8,2
True,False,True,True,False,False,False,True,False,True,False,True,False,2616,22,8,0
False,False,True,False,False,False,False,False,True,True,False,True,True,2617,44,8,1
True,False,True,False,True,False,False,False,False,False,False,False,True,2618,44,8,1
False,False,True,False,True,False,False,False,False,True,False,True,True,2619,44,8,1
False,False,True,False,False,False,False,False,True,True,False,True,True,2620,22,8,1
True,False,True,False,False,False,False,False,True,False,False,True,True,2621,44,8,1
True,False,True,False,False,True,False,True,False,True,False,True,True,2622,44,160,0
True,False,True,True,False,True,False,True,False,True,False,True,False,2623,22,160,0
True,False,False,False,True,False,False,False,False,False,False,False,True,2624,22,8,1
True,False,True,False,True,False,False,False,False,True,False,True,True,2625,22,8,1
True,False,True,False,False,True,False,False,False,True,True,True,True,2626,8,8,0
False,False,False,False,True,False,False,False,False,True,False,False,True,2627,48,8,0
False,False,False,False,False,False,False,True,False,False,False,True,True,2628,22,8,2
True,False,True,False,False,True,False,False,False,True,True,True,True,2629,8,8,0
True,False,True,True,False,False,False,True,False,True,False,True,False,2630,22,8,1
False,False,True,False,False,False,False,True,False,False,False,False,True,2631,44,8,2
False,True,True,False,False,False,False,False,True,True,False,True,False,2632,44,8,1
True,False,True,False,True,False,False,False,False,True,False,True,True,2633,44,8,1
False,False,False,True,False,False,False,False,True,False,False,False,False,2634,48,8,1
True,False,True,False,False,True,False,False,True,True,False,True,True,2635,8,8,0
True,True,True,False,False,False,False,False,True,False,False,True,False,2636,44,8,0
False,False,False,True,True,False,False,False,False,True,False,False,False,2637,22,8,1
True,True,True,False,False,False,False,True,False,True,False,True,False,2638,8,8,2
True,False,True,False,False,True,False,False,True,True,False,True,True,2639,8,8,0
True,False,False,False,True,False,False,False,False,True,False,True,True,2640,48,8,0
True,False,False,False,False,False,False,False,True,True,False,False,True,2641,44,8,1
True,True,True,False,False,False,False,False,True,True,False,True,False,2642,8,8,2
True,False,True,False,False,True,False,True,False,True,False,True,True,2643,8,8,0
True,False,False,False,True,False,False,False,False,True,False,True,True,2644,48,8,1
True,False,True,True,False,False,False,True,False,True,False,True,False,2645,22,8,0
True,False,False,False,False,False,False,True,False,False,False,False,True,2646,22,8,2
False,False,True,False,False,False,True,False,False,False,False,False,True,2647,22,8,1
False,False,True,True,False,False,True,False,False,False,False,True,False,2648,22,160,0
True,True,True,False,False,False,False,False,True,True,False,True,False,2649,22,8,2
True,True,True,False,False,False,False,False,True,False,False,True,False,2650,44,8,1
False,False,False,True,True,False,False,False,False,True,False,False,False,2651,22,8,0
False,False,False,False,False,False,False,False,True,False,False,True,True,2652,8,8,1
False,True,False,False,False,False,False,True,False,False,False,False,False,2653,8,8,0
True,True,False,False,True,False,False,False,False,False,False,True,False,2654,44,8,1
True,False,False,False,False,False,False,True,False,True,False,False,True,2655,22,8,0
True,False,False,False,False,False,False,True,False,False,False,True,True,2656,22,8,0
True,False,True,True,False,False,False,True,False,True,False,True,False,2657,22,8,0
True,True,True,False,False,False,False,False,True,True,False,False,False,2658,44,8,1
True,False,False,False,True,False,False,False,False,True,False,True,True,2659,48,8,0
True,True,True,False,True,False,False,False,False,False,False,False,False,2660,44,8,1
False,False,False,True,False,False,True,False,False,False,False,False,False,2661,48,8,0
False,False,False,False,False,False,False,False,True,False,False,True,True,2662,22,8,1
False,False,False,True,False,False,True,False,False,True,False,True,False,2663,22,160,0
