iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,config_id,threads
False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,3583,90
False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,False,False,3584,10
False,False,True,True,False,True,True,False,False,False,False,False,True,True,False,True,False,3585,90
False,True,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,3586,10
False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,3587,90
True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,3588,10
False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,3589,10
False,False,False,False,False,False,True,False,True,True,True,True,False,False,False,False,False,3590,10
True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,3591,10
False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,3592,10
False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,True,3593,10
False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,3594,10
False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,False,False,3595,10
False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,3596,90
True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,3597,10
False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,3598,10
False,False,False,True,False,True,True,False,False,False,False,False,False,True,True,True,False,3599,10
True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,3600,10
False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,3601,10
False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,3602,10
False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,3603,10
False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,3604,10
True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,3605,90
False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,3606,10
False,False,False,True,False,False,True,False,False,False,False,False,True,True,True,True,False,3607,90
True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,3608,10
False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,3609,10
False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,3610,10
False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,3611,10
False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,True,3612,10
False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,3613,10
False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,3614,10
False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,3615,10
False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,3616,90
False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,3617,90
False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,3618,90
True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,3619,10
False,False,False,True,False,False,True,False,True,False,False,False,True,True,False,True,False,3620,90
False,False,False,True,False,False,True,False,False,False,False,True,True,True,True,True,False,3621,90
False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,3622,90
False,False,False,True,False,True,True,False,False,False,False,True,True,True,False,True,False,3623,90
False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,3624,90
False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,3625,90
False,False,False,True,False,True,True,False,False,False,False,True,True,True,False,True,False,3626,10
False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,3627,10
False,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,False,3628,90
False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,3629,10
False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,3630,90
True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,3631,90
True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,False,False,3632,90
False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,3633,10
False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,3634,10
False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,3635,10
False,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,3636,90
False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,3637,10
False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,3638,90
True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,3639,10
False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,3640,10
False,True,False,True,False,False,True,False,False,False,False,True,True,True,False,True,False,3641,90
False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,3642,90
False,False,False,True,False,False,True,False,False,False,False,True,True,True,True,False,True,3643,90
False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,3644,90
False,True,False,True,False,False,True,False,False,False,False,True,True,True,False,False,True,3645,90
False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,3646,10
True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,3647,10
False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,3648,10
False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,3649,90
False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,3650,90
False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,3651,10
False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,3652,90
False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,True,False,3653,90
False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,3654,10
False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,3655,10
False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,3656,10
False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,True,False,3657,90
True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,3658,90
False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,3659,10
False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,3660,10
False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,3661,10
True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,3662,10
False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,True,3663,10
False,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,True,3664,90
False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,3665,90
False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,True,3666,90
False,False,False,False,True,False,False,False,False,True,False,True,True,False,True,False,False,3667,90
False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,3668,10
False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,True,3669,10
False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,3670,10
False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,3671,10
False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,3672,10
True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,3673,90
False,False,False,False,False,False,True,False,False,True,True,True,False,False,True,False,False,3674,10
False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,3675,10
False,True,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,3676,90
True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,3677,90
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,3678,10
False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,3679,90
False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,True,3680,90
False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,3681,90
False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,True,3682,90
False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,3683,10
False,True,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,3684,10
False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,3685,90
False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,3686,10
False,False,False,True,False,False,False,False,True,False,False,True,True,True,False,True,False,3687,90
True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,3688,10
False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,3689,10
False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,3690,10
False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,True,False,3691,90
False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,3692,10
False,False,False,False,True,False,False,False,False,True,False,True,True,False,True,False,False,3693,90
False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,3694,90
False,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False,True,3695,90
False,True,False,True,False,True,True,False,False,False,False,False,True,False,False,False,True,3696,90
False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,True,3697,90
False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,3698,10
False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,3699,10
False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,3700,10
False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,3701,10
False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,3702,10
False,False,False,True,False,True,True,False,False,True,False,True,False,False,True,False,False,3703,10
False,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,3704,10
False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,3705,10
False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,3706,10
False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,True,False,3707,90
False,False,False,True,False,False,True,False,False,False,False,True,True,True,False,False,True,3708,10
False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,3709,10
False,True,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,3710,90
False,False,False,True,False,False,True,False,False,True,False,True,True,True,False,False,False,3711,10
False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,3712,10
False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,3713,90
False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,3714,10
True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,3715,90
True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,3716,10
False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,False,True,3717,90
False,True,False,True,False,False,False,False,False,False,False,True,True,True,False,False,True,3718,90
False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False,True,3719,10
False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,False,3720,90
False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,3721,10
False,False,False,True,False,True,False,False,False,True,False,True,True,True,False,False,False,3722,10
False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,3723,10
False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,3724,10
False,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,False,3725,10
True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,3726,90
False,True,False,True,False,False,False,False,False,False,False,True,True,True,False,True,False,3727,90
False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,True,False,3728,10
True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,3729,10
False,False,False,False,False,False,True,True,True,False,False,True,True,False,False,False,True,3730,90
False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,3731,90
False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,3732,10
False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,3733,90
False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,3734,10
False,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,3735,10
False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,3736,90
False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,3737,10
True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,3738,10
False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,3739,10
False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,3740,90
False,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False,False,3741,10
False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,3742,90
False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,3743,10
False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,3744,10
False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,True,False,3745,90
False,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,True,3746,10
False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,3747,10
False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,3748,90
False,False,False,False,False,False,True,True,True,False,False,True,True,False,False,True,False,3749,90
False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,3750,10
False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,3751,10
False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,3752,90
False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,3753,90
False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,3754,10
False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,3755,10
False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,3756,10
False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,3757,10
False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,3758,10
False,True,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,3759,10
False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,3760,10
False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,3761,10
False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,3762,10
False,False,False,True,False,False,False,False,True,False,False,True,True,True,False,True,False,3763,10
False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,3764,90
False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,3765,10
False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,3766,10
False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,3767,90
False,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,3768,90
False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,3769,10
False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,True,False,3770,10
False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,3771,10
False,False,False,True,False,True,True,False,False,True,False,True,True,False,False,False,False,3772,90
False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,3773,10
False,False,False,True,False,False,False,False,True,False,False,True,True,True,False,False,True,3774,10
True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,3775,90
False,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False,False,3776,90
False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,3777,90
False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,3778,10
False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,3779,10
False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,True,3780,10
False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,3781,10
False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,3782,90
False,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,True,3783,10
False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,3784,10
False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,3785,90
False,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,3786,10
False,False,False,True,False,False,True,False,True,False,False,False,True,True,False,True,False,3787,10
False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,3788,90
False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,3789,10
False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,True,3790,10
False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,3791,90
False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,3792,10
False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,3793,90
False,False,False,True,False,False,True,False,False,False,False,True,True,False,True,True,False,3794,90
False,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,3795,10
True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,3796,10
False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,3797,90
False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,False,3798,10
False,False,False,True,False,True,True,False,False,False,False,True,True,False,False,True,False,3799,10
False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,3800,90
False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,3801,10
True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,False,False,3802,90
False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,3803,10
True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,3804,90
False,True,False,True,False,False,False,False,False,False,False,True,True,True,False,True,False,3805,10
False,False,False,True,False,True,True,False,True,False,False,True,True,False,False,False,True,3806,10
False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,False,True,3807,10
False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,3808,10
False,False,False,False,True,False,True,False,False,True,False,True,True,False,False,False,False,3809,90
False,True,False,True,False,False,False,False,False,False,False,True,True,True,False,False,True,3810,10
False,False,False,True,False,False,True,False,False,False,False,True,True,True,False,True,False,3811,10
False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,True,False,3812,10
False,False,False,True,False,True,True,False,True,False,False,True,True,False,False,False,True,3813,10
False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,True,False,3814,10
False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,3815,90
False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,3816,10
False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,3817,10
False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,3818,10
False,False,False,True,False,True,True,False,True,True,False,True,True,False,False,False,False,3819,10
False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,True,3820,10
False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,3821,10
False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,3822,90
True,False,False,False,True,False,True,False,False,True,False,True,True,False,True,False,False,3823,90
False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,3824,10
True,True,False,False,True,False,True,False,False,True,False,True,True,False,False,False,False,3825,90
False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,3826,10
False,False,True,True,False,False,False,False,False,True,False,True,True,False,False,False,False,3827,10
False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,3828,10
False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,3829,10
False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,3830,10
False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,3831,10
False,False,False,True,False,False,True,False,False,True,False,True,True,True,True,False,False,3832,90
False,True,False,True,False,False,True,False,False,True,False,True,True,True,False,False,False,3833,90
False,False,False,True,False,False,True,False,False,True,False,True,True,True,False,False,False,3834,90
False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,True,False,3835,10
False,False,False,True,False,False,False,False,False,True,False,False,True,True,True,False,False,3836,90
False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3837,10
False,False,False,True,False,True,True,False,True,True,False,True,True,False,False,False,False,3838,10
False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,3839,10
True,False,False,False,True,False,True,False,True,True,False,True,True,False,False,False,False,3840,10
False,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False,True,3841,10
False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,3842,90
False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,3843,10
True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,3844,10
False,True,False,True,False,True,True,False,False,False,False,False,True,False,False,False,True,3845,10
False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,True,3846,10
False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,3847,10
False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,3848,10
False,False,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,3849,10
False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,3850,10
False,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,3851,90
True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,3852,10
True,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,3853,10
True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,3854,10
False,False,False,True,False,True,False,False,False,True,False,True,True,True,True,False,False,3855,90
False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,3856,10
False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,3857,10
False,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,3858,90
False,True,False,True,False,True,False,False,False,True,False,True,True,True,False,False,False,3859,90
False,False,False,True,False,True,True,False,True,True,False,False,False,False,False,False,False,3860,90
False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,True,False,3861,10
False,False,False,True,False,True,False,False,False,True,False,True,True,True,False,False,False,3862,90
True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,3863,10
False,False,False,True,False,True,True,False,True,True,False,False,False,False,False,False,False,3864,90
False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,3865,10
False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,3866,10
False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,True,3867,10
True,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,3868,90
False,False,False,True,False,True,True,False,False,True,False,False,True,True,True,False,False,3869,90
False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,3870,10
False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,3871,10
False,True,False,True,False,True,True,False,False,True,False,False,True,True,False,False,False,3872,90
True,False,False,False,True,False,False,False,False,True,False,True,True,False,True,False,False,3873,10
False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,3874,10
False,False,False,False,False,False,True,False,True,True,True,True,False,False,False,False,False,3875,10
False,False,False,True,False,True,True,False,False,False,False,True,False,True,True,False,True,3876,90
False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,3877,10
False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,3878,90
False,False,False,True,False,True,True,False,False,True,False,False,True,True,False,False,False,3879,90
False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,3880,90
False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,3881,90
False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,3882,10
False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,3883,90
False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,3884,90
False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,3885,10
False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,3886,10
False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,3887,90
False,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,3888,90
False,False,False,False,False,False,True,False,True,True,True,False,True,False,False,False,False,3889,10
False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,3890,10
True,False,False,False,True,False,False,False,True,True,False,True,True,False,False,False,False,3891,90
False,False,False,False,False,False,True,False,True,True,True,False,True,False,False,False,False,3892,10
False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,True,3893,10
False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,3894,10
False,False,False,True,False,True,False,False,True,True,False,True,True,False,False,False,False,3895,90
False,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False,False,3896,90
False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,3897,10
False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,3898,10
False,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,3899,90
True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,3900,10
False,False,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,3901,10
False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,3902,10
False,False,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,3903,10
False,False,False,False,False,False,True,True,True,True,False,False,True,False,False,False,False,3904,10
False,False,False,False,False,False,True,True,True,True,False,False,True,False,False,False,False,3905,10
False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,3906,90
False,False,False,True,False,False,False,False,True,True,False,True,True,False,False,False,False,3907,10
False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,3908,90
False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,3909,90
False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,3910,10
False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,3911,90
False,False,False,True,False,False,False,False,True,True,False,True,True,False,False,False,False,3912,10
False,False,False,True,False,True,False,False,True,True,False,True,True,False,False,False,False,3913,90
False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,3914,90
False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,3915,90
True,False,False,False,True,False,True,False,True,True,False,False,True,False,False,False,False,3916,90
False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True,3917,90
True,False,False,False,True,False,True,False,True,True,False,False,True,False,False,False,False,3918,90
False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,True,3919,10
False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,3920,90
False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,3921,10
False,False,False,True,False,True,True,False,True,True,False,False,True,False,False,False,False,3922,90
False,False,False,True,False,True,True,False,False,False,False,True,False,True,True,False,True,3923,90
False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,3924,10
False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,3925,90
False,False,False,True,False,True,True,False,True,True,False,False,True,False,False,False,False,3926,90
False,False,False,False,False,False,False,True,True,True,False,True,True,False,False,False,False,3927,10
False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,3928,10
False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,3929,90
False,False,False,True,False,True,True,False,False,False,False,False,False,True,True,False,True,3930,90
False,False,False,False,False,False,False,True,True,True,False,True,True,False,False,False,False,3931,10
False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,3932,10
False,False,False,True,False,False,True,False,True,True,False,True,True,False,False,False,False,3933,90
False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True,3934,90
False,False,False,True,False,False,True,False,True,True,False,True,True,False,False,False,False,3935,90
False,False,False,True,False,False,True,False,False,True,False,True,True,False,True,False,False,3936,10
False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,True,3937,90
False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,3938,90
